State,year,month,Coal,Solar,Total Generation,Wind
Gujarat,2024,11,3282.3849999999998,824.26,10124.85,432.69
Gujarat,2024,12,3411.865,730.185,12587.71,1303.96
Gujarat,2025,1,3567.575,918.6949999999999,12483.88,992.4
Gujarat,2025,2,3455.955,880.26,11945.49,816.37
Gujarat,2025,3,3627.91,1454.21,13932.58,1106.88
Gujarat,2025,4,3707.965,1193.9,14756.3,1350.435
Gujarat,2025,5,3828.105,1004.145,15395.69,1765.4
Gujarat,2025,6,3260.9,785.175,14750.75,2376.955
Gujarat,2025,7,2644.48,750.0550000000001,13036.02,2192.13
Gujarat,2025,8,2459.3599999999997,828.5,12709.35,1868.8999999999999
Gujarat,2025,9,2131.3849999999998,855.095,11478.69,1204.735
Haryana,2019,1,1231.6299999999999,2.62,2545.24,0.0
Haryana,2019,2,858.5050000000001,2.69,1758.57,0.0
Haryana,2019,3,867.85,3.985,1788.69,0.0
Haryana,2019,4,623.105,3.885,1213.43,0.0
Haryana,2019,5,916.75,4.035,1788.39,0.0
Haryana,2019,6,1203.355,3.335,2361.59,0.0
Haryana,2019,7,893.3499999999999,2.94,1783.95,0.0
Haryana,2019,8,736.555,3.34,1492.05,0.0
Haryana,2019,9,961.625,9.175,2006.75,0.0
Haryana,2019,10,651.44,9.725,1279.67,0.0
Haryana,2019,11,397.71500000000003,7.935,754.76,0.0
Haryana,2019,12,581.6700000000001,7.945,1319.95,0.0
Haryana,2020,1,783.005,8.425,1584.6,0.0
Haryana,2020,2,829.73,2.96,1647.61,0.0
Haryana,2020,3,354.285,3.5700000000000003,813.36,0.0
Haryana,2020,4,93.27,4.82,202.18,0.0
Haryana,2020,5,219.085,3.4499999999999997,508.49,0.0
Haryana,2020,6,554.6350000000001,3.145,1310.49,0.0
Haryana,2020,7,690.24,3.97,1487.36,0.0
Haryana,2020,8,212.68,4.245,502.47,0.0
Haryana,2020,9,1075.66,3.91,2188.7,0.0
Haryana,2020,10,630.9350000000001,4.795,1268.87,0.0
Haryana,2020,11,262.95,4.4799999999999995,486.37,0.0
Haryana,2020,12,684.02,5.015,1346.93,0.0
Haryana,2021,1,1031.0,14.515,2043.9,0.0
Haryana,2021,2,915.57,18.3,1914.78,0.0
Haryana,2021,3,1136.485,18.115000000000002,2396.61,0.0
Haryana,2021,4,889.0,20.925,1863.84,0.0
Haryana,2021,5,583.005,19.85,1142.27,0.0
Haryana,2021,6,969.415,17.709999999999997,1912.09,0.0
Haryana,2021,7,915.54,16.24,1802.64,0.0
Haryana,2021,8,1085.04,21.905,2171.95,0.0
Haryana,2021,9,1004.1,26.55,2001.97,0.0
Haryana,2021,10,1057.715,27.759999999999998,2135.72,0.0
Haryana,2021,11,832.405,26.115,1660.98,0.0
Haryana,2021,12,1118.345,29.959999999999997,2251.72,0.0
Haryana,2022,1,1272.8,28.14,2562.13,0.0
Haryana,2022,2,1014.685,32.964999999999996,2051.84,0.0
Haryana,2022,3,1250.04,32.76,2546.0,0.0
Haryana,2022,4,1430.835,32.605,2907.12,0.0
Haryana,2022,5,1517.8500000000001,32.545,3080.67,0.0
Haryana,2022,6,1598.385,32.49,3243.93,0.0
Haryana,2022,7,1528.205,32.535,3101.35,0.0
Haryana,2022,8,1576.19,32.505,3197.18,0.0
Haryana,2022,9,1392.685,32.635,2830.78,0.0
Haryana,2022,10,1190.1950000000002,12.87,2383.82,0.0
Haryana,2022,11,1137.7849999999999,13.615,2246.65,0.0
Haryana,2022,12,1401.26,10.17,2809.96,0.0
Haryana,2023,1,1520.905,6.21,3027.74,0.0
Haryana,2023,2,1305.785,23.479999999999997,2617.87,0.0
Haryana,2023,3,1042.795,25.814999999999998,2111.93,0.0
Haryana,2023,4,1193.77,29.75,2418.7,0.0
Haryana,2023,5,1082.06,29.87,2198.91,0.0
Haryana,2023,6,1300.075,31.165,2675.15,0.0
Haryana,2023,7,1240.3,31.24,2501.6,0.0
Haryana,2023,8,1463.335,31.05,2973.4,0.0
Haryana,2023,9,1314.565,51.47,2715.57,0.0
Haryana,2023,10,1384.3400000000001,59.004999999999995,2859.47,0.0
Haryana,2023,11,989.515,50.835,2032.75,0.0
Haryana,2023,12,1176.145,50.465,2404.89,0.0
Haryana,2024,1,1409.92,50.135000000000005,2871.45,0.0
Haryana,2024,2,1032.965,50.735,2119.35,0.0
Haryana,2024,3,1006.725,51.089999999999996,2077.69,0.0
Haryana,2024,4,1372.955,61.595,2829.09,0.0
Haryana,2024,5,1388.6299999999999,61.495000000000005,2966.21,0.0
Haryana,2024,6,1471.87,61.385000000000005,3139.36,0.0
Haryana,2024,7,1570.725,61.335,3222.77,0.0
Haryana,2024,8,1438.48,61.5,2958.76,0.0
Haryana,2024,9,1358.965,66.625,2803.67,0.0
Haryana,2024,10,1368.385,70.055,2849.2,0.0
Haryana,2024,11,1018.0400000000001,63.964999999999996,2139.93,0.0
Haryana,2024,12,1188.245,63.575,2479.1,0.0
Haryana,2025,1,1225.845,63.505,2554.07,0.0
Haryana,2025,2,1104.6399999999999,63.755,2312.45,0.0
Haryana,2025,3,1162.085,63.63,2426.94,0.0
Haryana,2025,4,1229.615,63.47,2587.17,0.0
Haryana,2025,5,1171.3600000000001,61.92,2448.01,0.0
Haryana,2025,6,1151.41,61.935,2434.95,0.0
Haryana,2025,7,1433.89,61.485,2980.12,0.0
Haryana,2025,8,1231.845,61.815000000000005,2558.36,0.0
Haryana,2025,9,1193.205,61.89,2480.8,0.0
Himachal Pradesh,2019,1,0.0,0.0,1473.18,0.0
Himachal Pradesh,2019,2,0.0,0.0,1514.22,0.0
Himachal Pradesh,2019,3,0.0,0.0,1830.55,0.0
Himachal Pradesh,2019,4,0.0,0.0,3245.47,0.0
Himachal Pradesh,2019,5,0.0,0.0,4306.8,0.0
Himachal Pradesh,2019,6,0.0,0.0,5906.79,0.0
Himachal Pradesh,2019,7,0.0,0.0,6487.46,0.0
Himachal Pradesh,2019,8,0.0,0.0,6463.38,0.0
Himachal Pradesh,2019,9,0.0,0.0,5409.62,0.0
Himachal Pradesh,2019,10,0.0,0.0,2776.57,0.0
Himachal Pradesh,2019,11,0.0,1.48,1890.29,0.0
Himachal Pradesh,2019,12,0.0,1.0799999999999998,1613.32,0.0
Himachal Pradesh,2020,1,0.0,1.025,1495.44,0.0
Himachal Pradesh,2020,2,0.0,1.055,1495.28,0.0
Himachal Pradesh,2020,3,0.0,1.535,1908.04,0.0
Himachal Pradesh,2020,4,0.0,1.73,2474.96,0.0
Himachal Pradesh,2020,5,0.0,1.595,4301.13,0.0
Himachal Pradesh,2020,6,0.0,1.59,5654.76,0.0
Himachal Pradesh,2020,7,0.0,1.6849999999999998,6277.59,0.0
Himachal Pradesh,2020,8,0.0,1.3800000000000001,6184.63,0.0
Himachal Pradesh,2020,9,0.0,1.17,5139.58,0.0
Himachal Pradesh,2020,10,0.0,1.6300000000000001,2718.08,0.0
Himachal Pradesh,2020,11,0.0,1.945,1599.51,0.0
Himachal Pradesh,2020,12,0.0,1.635,1484.18,0.0
Himachal Pradesh,2021,1,0.0,1.4949999999999999,1302.4,0.0
Himachal Pradesh,2021,2,0.0,1.5099999999999998,1176.47,0.0
Himachal Pradesh,2021,3,0.0,1.7200000000000002,1320.51,0.0
Himachal Pradesh,2021,4,0.0,2.085,1539.85,0.0
Himachal Pradesh,2021,5,0.0,2.02,3046.89,0.0
Himachal Pradesh,2021,6,0.0,2.055,5050.3,0.0
Himachal Pradesh,2021,7,0.0,1.97,6449.39,0.0
Himachal Pradesh,2021,8,0.0,1.625,6298.17,0.0
Himachal Pradesh,2021,9,0.0,1.74,5101.47,0.0
Himachal Pradesh,2021,10,0.0,1.675,3139.88,0.0
Himachal Pradesh,2021,11,0.0,2.1599999999999997,1840.99,0.0
Himachal Pradesh,2021,12,0.0,2.18,1453.4,0.0
Himachal Pradesh,2022,1,0.0,1.79,1237.59,0.0
Himachal Pradesh,2022,2,0.0,1.51,1280.7,0.0
Himachal Pradesh,2022,3,0.0,2.305,2064.76,0.0
Himachal Pradesh,2022,4,0.0,3.41,2653.29,0.0
Himachal Pradesh,2022,5,0.0,2.6149999999999998,3749.37,0.0
Himachal Pradesh,2022,6,0.0,2.46,4523.44,0.0
Himachal Pradesh,2022,7,0.0,2.49,6550.05,0.0
Himachal Pradesh,2022,8,0.0,2.925,6616.31,0.0
Himachal Pradesh,2022,9,0.0,3.265,5686.02,0.0
Himachal Pradesh,2022,10,0.0,2.27,3222.44,0.0
Himachal Pradesh,2022,11,0.0,2.3000000000000003,2194.38,0.0
Himachal Pradesh,2022,12,0.0,2.225,1898.19,0.0
Himachal Pradesh,2023,1,0.0,2.195,1415.74,0.0
Himachal Pradesh,2023,2,0.0,1.84,1486.46,0.0
Himachal Pradesh,2023,3,0.0,2.455,1584.25,0.0
Himachal Pradesh,2023,4,0.0,2.68,2019.3,0.0
Himachal Pradesh,2023,5,0.0,2.94,3295.0,0.0
Himachal Pradesh,2023,6,0.0,2.91,5221.64,0.0
Himachal Pradesh,2023,7,0.0,2.63,6101.99,0.0
Himachal Pradesh,2023,8,0.0,1.93,6874.84,0.0
Himachal Pradesh,2023,9,0.0,2.095,5082.79,0.0
Himachal Pradesh,2023,10,0.0,2.4749999999999996,2712.51,0.0
Himachal Pradesh,2023,11,0.0,3.055,1792.81,0.0
Himachal Pradesh,2023,12,0.0,2.5349999999999997,1527.78,0.0
Himachal Pradesh,2024,1,0.0,2.395,1313.59,0.0
Himachal Pradesh,2024,2,0.0,2.275,1272.71,0.0
Himachal Pradesh,2024,3,0.0,3.135,1737.41,0.0
Himachal Pradesh,2024,4,0.0,3.22,2172.64,0.0
Himachal Pradesh,2024,5,0.0,4.3100000000000005,5145.62,0.0
Himachal Pradesh,2024,6,0.0,3.945,5982.79,0.0
Himachal Pradesh,2024,7,0.0,3.87,6703.35,0.0
Himachal Pradesh,2024,8,0.0,3.665,6491.89,0.0
Himachal Pradesh,2024,9,0.0,3.2800000000000002,5530.53,0.0
Himachal Pradesh,2024,10,0.0,3.985,3144.83,0.0
Himachal Pradesh,2024,11,0.0,5.23,1815.73,0.0
Himachal Pradesh,2024,12,0.0,4.390000000000001,1530.68,0.0
Himachal Pradesh,2025,1,0.0,4.505,1225.48,0.0
Himachal Pradesh,2025,2,0.0,7.085,1089.87,0.0
Himachal Pradesh,2025,3,0.0,8.675,1701.02,0.0
Himachal Pradesh,2025,4,0.0,10.809999999999999,2814.55,0.0
Himachal Pradesh,2025,5,0.0,10.88,5214.65,0.0
Himachal Pradesh,2025,6,0.0,10.105,6283.72,0.0
Himachal Pradesh,2025,7,0.0,8.004999999999999,6516.35,0.0
Himachal Pradesh,2025,8,0.0,5.575,6798.91,0.0
Himachal Pradesh,2025,9,0.0,4.99,5905.91,0.0
India Total,2019,1,43226.71,1769.01,110268.43,1427.24
India Total,2019,2,39188.015,1817.03,100838.65,1548.77
India Total,2019,3,45779.784999999996,2155.835,117111.22,1484.24
India Total,2019,4,45261.045000000006,2092.3700000000003,118905.47,1855.205
India Total,2019,5,47224.325000000004,2172.97,129132.22,3304.5249999999996
India Total,2019,6,44978.145,1967.3500000000001,126546.5,4394.045
India Total,2019,7,41635.795,1720.8000000000002,123708.34,5676.385
India Total,2019,8,38445.76,1795.225,119935.29,4856.05
India Total,2019,9,37330.615000000005,1784.1200000000001,114787.86,2741.355
India Total,2019,10,37464.04,1943.04,105698.24,1056.74
India Total,2019,11,37896.34,1970.335,101940.27,1363.2450000000001
India Total,2019,12,41422.630000000005,1965.985,109637.33,1976.1699999999998
India Total,2020,1,43740.305,2308.395,113604.48,1661.435
India Total,2020,2,42849.505,2547.595,112325.29,1761.0
India Total,2020,3,39286.35999999999,2819.285,107274.26,1704.39
India Total,2020,4,31002.300000000003,2679.65,91499.53,1738.835
India Total,2020,5,36360.895000000004,2811.7200000000003,109302.05,3121.8
India Total,2020,6,36559.994999999995,2353.6949999999997,112949.66,3951.39
India Total,2020,7,40321.314999999995,2321.68,120001.58,3486.38
India Total,2020,8,37375.354999999996,2134.19,117338.61,4826.86
India Total,2020,9,40825.880000000005,2277.25,120133.41,2428.085
India Total,2020,10,42480.615000000005,2440.08,117554.71,1996.6599999999999
India Total,2020,11,39394.674999999996,2298.345,105440.38,1654.17
India Total,2020,12,43993.35,2376.325,115205.12,1909.5149999999999
India Total,2021,1,47121.695,2434.735,119880.18,1782.6399999999999
India Total,2021,2,44120.175,2720.315,112370.54,1437.695
India Total,2021,3,51593.425,3379.69,131410.35,1767.28
India Total,2021,4,50021.09,3063.5049999999997,126975.61,1868.66
India Total,2021,5,42059.12,2999.88,117774.5,3544.7650000000003
India Total,2021,6,41036.814999999995,3005.5699999999997,122428.45,4866.695000000001
India Total,2021,7,44555.595,2586.965,133753.93,5714.910000000001
India Total,2021,8,46278.689999999995,2726.75,136547.98,4677.885
India Total,2021,9,41029.125,2706.77,121470.06,3493.51
India Total,2021,10,43266.28,3115.515,121306.99,1490.185
India Total,2021,11,40234.135,2509.715,107635.53,1640.27
India Total,2021,12,45544.74,2931.4849999999997,118567.43,1790.015
India Total,2022,1,47079.755,3308.275,120995.59,1700.5149999999999
India Total,2022,2,45451.384999999995,3641.1899999999996,117507.03,1555.195
India Total,2022,3,53170.375,4172.105,139394.61,2004.855
India Total,2022,4,54493.815,4170.065,141762.14,2064.575
India Total,2022,5,53014.175,4416.804999999999,145704.77,5090.625
India Total,2022,6,51645.655,4132.860000000001,142928.65,4857.655000000001
India Total,2022,7,46205.32,3485.485,136978.43,5136.96
India Total,2022,8,45659.909999999996,3716.7949999999996,138475.53,4350.62
India Total,2022,9,45798.89,4106.889999999999,135654.11,3329.7
India Total,2022,10,43319.79,4366.97,122810.94,1712.295
India Total,2022,11,46377.6,3991.7200000000003,121599.98,1245.775
India Total,2022,12,50592.915,4106.885,131022.4,1999.6000000000001
India Total,2023,1,52280.125,4648.415,136301.93,2508.71
India Total,2023,2,48832.965,4781.465,127091.33,1564.725
India Total,2023,3,53273.005000000005,5125.9,137336.08,2072.045
India Total,2023,4,54591.305,5163.015,140488.41,2126.11
India Total,2023,5,54364.325000000004,5391.73,147183.28,4061.5750000000003
India Total,2023,6,53117.365,4807.005,149366.61,5782.755
India Total,2023,7,50489.41,4220.554999999999,147802.37,6228.92
India Total,2023,8,53241.534999999996,4665.815,159958.84,6200.945
India Total,2023,9,52954.17,4613.47,149568.61,4428.37
India Total,2023,10,57040.155000000006,5113.32,148394.68,1775.365
India Total,2023,11,51035.225,3913.5049999999997,128788.9,1773.51
India Total,2023,12,51813.104999999996,4300.495,132698.38,2558.425
India Total,2024,1,57497.905,4507.36,144056.17,2038.975
India Total,2024,2,53495.280000000006,5214.42,136692.74,2455.585
India Total,2024,3,58136.36,6117.015,149063.7,2290.565
India Total,2024,4,60001.565,6014.405,154857.23,2366.155
India Total,2024,5,61372.545000000006,6326.7699999999995,167414.52,4131.28
India Total,2024,6,58147.78,5726.355,162308.64,5070.58
India Total,2024,7,54390.534999999996,5181.415,159731.25,6817.765
India Total,2024,8,50858.345,5082.06,153948.26,5137.775
India Total,2024,9,49847.11,5655.075000000001,150033.97,4438.265
India Total,2024,10,55907.855,6132.365000000001,151013.57,1620.21
India Total,2024,11,51422.2,5627.445000000001,134418.58,1555.82
India Total,2024,12,53342.799999999996,5357.405,140885.2,2875.785
India Total,2025,1,56325.075000000004,6147.035,147449.91,2820.7549999999997
India Total,2025,2,54394.38,6461.345,141707.79,2297.8599999999997
India Total,2025,3,60458.2,8231.880000000001,159917.95,2568.42
India Total,2025,4,57957.475,7910.93,157483.89,3167.3650000000002
India Total,2025,5,55675.18,7157.155,159102.33,5337.06
India Total,2025,6,53019.29,6467.785,159746.1,7444.425
India Total,2025,7,51809.83,6053.97,165159.77,8791.755
India Total,2025,8,51261.395,6321.42,160004.27,6450.889999999999
India Total,2025,9,49805.095,6782.47,154424.24,5203.16
Jammu and Kashmir,2019,1,0.0,0.0,637.88,0.0
Jammu and Kashmir,2019,2,0.0,0.0,961.31,0.0
Jammu and Kashmir,2019,3,0.0,0.0,1300.12,0.0
Jammu and Kashmir,2019,4,0.0,0.0,1875.57,0.0
Jammu and Kashmir,2019,5,0.0,0.0,2063.14,0.0
Jammu and Kashmir,2019,6,0.0,0.0,2257.98,0.0
Jammu and Kashmir,2019,7,0.0,0.0,2224.76,0.0
Jammu and Kashmir,2019,8,0.0,0.0,2107.28,0.0
Jammu and Kashmir,2019,9,0.0,0.0,1926.52,0.0
Jammu and Kashmir,2019,10,0.0,0.0,1094.88,0.0
Jammu and Kashmir,2019,11,0.0,0.0,1037.47,0.0
Jammu and Kashmir,2019,12,0.0,0.0,1021.68,0.0
Jammu and Kashmir,2020,1,0.0,0.0,954.32,0.0
Jammu and Kashmir,2020,2,0.0,0.0,908.28,0.0
Jammu and Kashmir,2020,3,0.0,0.0,1331.85,0.0
Jammu and Kashmir,2020,4,0.0,0.0,1577.17,0.0
Jammu and Kashmir,2020,5,0.0,0.0,2276.6,0.0
Jammu and Kashmir,2020,6,0.0,0.0,2365.15,0.0
Jammu and Kashmir,2020,7,0.0,0.495,2437.16,0.0
Jammu and Kashmir,2020,8,0.0,0.5,2188.04,0.0
Jammu and Kashmir,2020,9,0.0,0.535,2036.9,0.0
Jammu and Kashmir,2020,10,0.0,0.0,1103.24,0.0
Jammu and Kashmir,2020,11,0.0,0.69,655.38,0.0
Jammu and Kashmir,2020,12,0.0,0.705,677.17,0.0
Jammu and Kashmir,2021,1,0.0,0.705,685.96,0.0
Jammu and Kashmir,2021,2,0.0,0.705,668.16,0.0
Jammu and Kashmir,2021,3,0.0,0.865,1147.24,0.0
Jammu and Kashmir,2021,4,0.0,0.9199999999999999,1341.42,0.0
Jammu and Kashmir,2021,5,0.0,0.0,2017.77,0.0
Jammu and Kashmir,2021,6,0.0,0.0,2305.41,0.0
Jammu and Kashmir,2021,7,0.0,0.0,2375.08,0.0
Jammu and Kashmir,2021,8,0.0,0.0,2320.7,0.0
Jammu and Kashmir,2021,9,0.0,0.0,1969.25,0.0
Jammu and Kashmir,2021,10,0.0,0.0,1347.38,0.0
Jammu and Kashmir,2021,11,0.0,0.0,774.02,0.0
Jammu and Kashmir,2021,12,0.0,0.0,508.04,0.0
Jammu and Kashmir,2022,1,0.0,0.0,635.13,0.0
Jammu and Kashmir,2022,2,0.0,0.0,591.11,0.0
Jammu and Kashmir,2022,3,0.0,0.0,1407.6,0.0
Jammu and Kashmir,2022,4,0.0,0.0,1740.73,0.0
Jammu and Kashmir,2022,5,0.0,0.0,2156.05,0.0
Jammu and Kashmir,2022,6,0.0,0.0,2170.14,0.0
Jammu and Kashmir,2022,7,0.0,0.0,2383.2,0.0
Jammu and Kashmir,2022,8,0.0,0.0,2301.63,0.0
Jammu and Kashmir,2022,9,0.0,0.0,1887.71,0.0
Jammu and Kashmir,2022,10,0.0,0.0,918.63,0.0
Jammu and Kashmir,2022,11,0.0,0.0,720.3,0.0
Jammu and Kashmir,2022,12,0.0,0.0,481.83,0.0
Jammu and Kashmir,2023,1,0.0,0.0,472.21,0.0
Jammu and Kashmir,2023,2,0.0,0.0,806.6,0.0
Jammu and Kashmir,2023,3,0.0,0.0,1131.58,0.0
Jammu and Kashmir,2023,4,0.0,0.0,1538.38,0.0
Jammu and Kashmir,2023,5,0.0,0.0,2093.91,0.0
Jammu and Kashmir,2023,6,0.0,0.0,2307.65,0.0
Jammu and Kashmir,2023,7,0.0,0.0,2279.93,0.0
Jammu and Kashmir,2023,8,0.0,0.0,2269.49,0.0
Jammu and Kashmir,2023,9,0.0,0.0,1711.47,0.0
Jammu and Kashmir,2023,10,0.0,0.0,1009.05,0.0
Jammu and Kashmir,2023,11,0.0,0.0,609.83,0.0
Jammu and Kashmir,2023,12,0.0,0.0,454.28,0.0
Jammu and Kashmir,2024,1,0.0,0.0,353.58,0.0
Jammu and Kashmir,2024,2,0.0,0.0,526.43,0.0
Jammu and Kashmir,2024,3,0.0,0.0,1128.93,0.0
Jammu and Kashmir,2024,4,0.0,0.0,1500.23,0.0
Jammu and Kashmir,2024,5,0.0,0.0,2080.42,0.0
Jammu and Kashmir,2024,6,0.0,0.0,2229.58,0.0
Jammu and Kashmir,2024,7,0.0,0.0,2265.35,0.0
Jammu and Kashmir,2024,8,0.0,0.0,2151.02,0.0
Jammu and Kashmir,2024,9,0.0,0.0,1859.6,0.0
Jammu and Kashmir,2024,10,0.0,0.0,918.63,0.0
Jammu and Kashmir,2024,11,0.0,0.0,522.12,0.0
Jammu and Kashmir,2024,12,0.0,0.0,404.76,0.0
Jammu and Kashmir,2025,1,0.0,0.0,344.78,0.0
Jammu and Kashmir,2025,2,0.0,0.0,327.43,0.0
Jammu and Kashmir,2025,3,0.0,0.0,991.89,0.0
Jammu and Kashmir,2025,4,0.0,0.0,1702.4,0.0
Jammu and Kashmir,2025,5,0.0,0.0,2078.56,0.0
Jammu and Kashmir,2025,6,0.0,0.0,2212.21,0.0
Jammu and Kashmir,2025,7,0.0,0.0,2239.09,0.0
Jammu and Kashmir,2025,8,0.0,0.0,1900.58,0.0
Jammu and Kashmir,2025,9,0.0,0.0,1881.65,0.0
Jharkhand,2019,1,1127.475,0.8150000000000001,2156.58,0.0
Jharkhand,2019,2,1072.325,0.8300000000000001,2046.31,0.0
Jharkhand,2019,3,1300.7849999999999,1.075,2509.91,0.0
Jharkhand,2019,4,1267.755,0.9650000000000001,2437.65,0.0
Jharkhand,2019,5,1331.815,0.8200000000000001,2565.74,0.0
Jharkhand,2019,6,1174.885,0.79,2251.35,0.0
Jharkhand,2019,7,1115.41,0.685,2137.41,0.0
Jharkhand,2019,8,1090.12,0.68,2107.42,0.0
Jharkhand,2019,9,1075.355,0.545,2076.29,0.0
Jharkhand,2019,10,929.365,0.635,1813.72,0.0
Jharkhand,2019,11,994.315,0.64,1900.04,0.0
Jharkhand,2019,12,1219.565,0.635,2349.15,0.0
Jharkhand,2020,1,1235.73,0.685,2378.05,0.0
Jharkhand,2020,2,1133.005,0.605,2174.92,0.0
Jharkhand,2020,3,1069.325,1.46,2053.25,0.0
Jharkhand,2020,4,846.3349999999999,0.765,1604.46,0.0
Jharkhand,2020,5,1062.3700000000001,0.74,2034.19,0.0
Jharkhand,2020,6,1127.365,0.645,2173.89,0.0
Jharkhand,2020,7,1219.75,0.5,2375.63,0.0
Jharkhand,2020,8,1275.97,0.665,2522.31,0.0
Jharkhand,2020,9,1239.2549999999999,0.665,2422.07,0.0
Jharkhand,2020,10,1257.18,0.91,2447.1,0.0
Jharkhand,2020,11,1263.74,0.865,2431.16,0.0
Jharkhand,2020,12,1197.9650000000001,0.7100000000000001,2301.66,0.0
Jharkhand,2021,1,1138.835,0.81,2185.98,0.0
Jharkhand,2021,2,1167.625,0.8450000000000001,2248.08,0.0
Jharkhand,2021,3,1408.295,0.8400000000000001,2721.04,0.0
Jharkhand,2021,4,1343.3799999999999,0.8400000000000001,2590.81,0.0
Jharkhand,2021,5,1327.185,0.8250000000000001,2563.2,0.0
Jharkhand,2021,6,1226.055,0.8300000000000001,2418.6,0.0
Jharkhand,2021,7,1257.425,0.72,2501.85,0.0
Jharkhand,2021,8,1125.935,0.725,2273.71,0.0
Jharkhand,2021,9,1145.415,0.7000000000000001,2301.74,0.0
Jharkhand,2021,10,1187.9650000000001,0.675,2366.27,0.0
Jharkhand,2021,11,1078.625,0.775,2091.07,0.0
Jharkhand,2021,12,1181.0800000000002,0.73,2282.79,0.0
Jharkhand,2022,1,1286.14,0.73,2488.21,0.0
Jharkhand,2022,2,1252.71,0.87,2430.37,0.0
Jharkhand,2022,3,1345.2,1.06,2606.76,0.0
Jharkhand,2022,4,1381.98,0.9650000000000001,2673.33,0.0
Jharkhand,2022,5,1346.07,0.9650000000000001,2601.89,0.0
Jharkhand,2022,6,1359.705,0.9650000000000001,2630.76,0.0
Jharkhand,2022,7,1299.23,0.9650000000000001,2514.09,0.0
Jharkhand,2022,8,1339.51,0.9650000000000001,2628.12,0.0
Jharkhand,2022,9,1235.935,0.65,2468.3,0.0
Jharkhand,2022,10,1233.8049999999998,0.875,2470.67,0.0
Jharkhand,2022,11,1303.5249999999999,0.8150000000000001,2515.85,0.0
Jharkhand,2022,12,1417.5500000000002,0.76,2739.73,0.0
Jharkhand,2023,1,1331.395,0.765,2568.24,0.0
Jharkhand,2023,2,1143.645,0.77,2202.16,0.0
Jharkhand,2023,3,1437.5549999999998,0.76,2784.79,0.0
Jharkhand,2023,4,1495.28,0.76,2903.12,0.0
Jharkhand,2023,5,1514.9850000000001,0.76,2935.54,0.0
Jharkhand,2023,6,1470.845,0.76,2845.92,0.0
Jharkhand,2023,7,1470.475,0.76,2848.43,0.0
Jharkhand,2023,8,1523.155,0.76,2962.9,0.0
Jharkhand,2023,9,1616.655,0.76,3167.64,0.0
Jharkhand,2023,10,1542.375,0.76,3064.95,0.0
Jharkhand,2023,11,1438.97,0.76,2793.62,0.0
Jharkhand,2023,12,1502.92,0.76,2928.02,0.0
Jharkhand,2024,1,1677.015,0.76,3263.77,0.0
Jharkhand,2024,2,1552.465,0.76,3013.36,0.0
Jharkhand,2024,3,1673.6850000000002,0.76,3254.72,0.0
Jharkhand,2024,4,1785.2649999999999,0.755,3480.66,0.0
Jharkhand,2024,5,1868.5700000000002,0.755,3652.67,0.0
Jharkhand,2024,6,1727.1499999999999,0.755,3363.29,0.0
Jharkhand,2024,7,1797.305,0.755,3506.67,0.0
Jharkhand,2024,8,1638.29,0.76,3227.38,0.0
Jharkhand,2024,9,1496.83,0.76,2962.64,0.0
Jharkhand,2024,10,1704.2849999999999,0.755,3363.61,0.0
Jharkhand,2024,11,1631.5,0.76,3177.43,0.0
Jharkhand,2024,12,1535.6299999999999,0.76,2985.93,0.0
Jharkhand,2025,1,1654.43,0.76,3230.48,0.0
Jharkhand,2025,2,1569.6699999999998,0.76,3058.6,0.0
Jharkhand,2025,3,1592.6000000000001,0.76,3095.87,0.0
Jharkhand,2025,4,1523.865,0.76,2953.21,0.0
Jharkhand,2025,5,1508.7150000000001,0.76,2921.0,0.0
Jharkhand,2025,6,1525.115,0.76,2966.39,0.0
Jharkhand,2025,7,1643.3600000000001,0.76,3215.53,0.0
Jharkhand,2025,8,1687.7350000000001,0.755,3306.39,0.0
Jharkhand,2025,9,1698.73,0.755,3328.64,0.0
Karnataka,2019,1,1290.1799999999998,385.78499999999997,6118.87,269.265
Karnataka,2019,2,1274.395,379.08500000000004,5865.31,276.62
Karnataka,2019,3,1962.2250000000001,426.16999999999996,7124.9,201.64499999999998
Karnataka,2019,4,1567.055,402.085,6266.8,261.425
Karnataka,2019,5,1317.97,417.93,6033.08,450.865
Karnataka,2019,6,930.475,340.35499999999996,4972.46,649.54
Karnataka,2019,7,819.255,301.57,5401.95,901.245
Karnataka,2019,8,512.645,412.255,5632.47,841.93
Karnataka,2019,9,482.605,418.05,5430.34,547.47
Karnataka,2019,10,551.8249999999999,457.69500000000005,4795.21,202.195
Karnataka,2019,11,718.6700000000001,507.41,5247.4,241.81
Karnataka,2019,12,965.845,505.865,6238.41,346.77500000000003
Karnataka,2020,1,1228.245,620.035,6597.14,242.865
Karnataka,2020,2,1353.44,639.145,6885.73,266.165
Karnataka,2020,3,1667.02,682.585,7422.28,211.64
Karnataka,2020,4,971.28,624.7,5327.54,226.72500000000002
Karnataka,2020,5,805.94,629.72,5522.01,383.085
Karnataka,2020,6,307.02,517.335,4906.76,684.7049999999999
Karnataka,2020,7,318.865,500.775,4685.6,538.025
Karnataka,2020,8,162.505,513.815,5233.28,861.88
Karnataka,2020,9,359.56,512.3149999999999,4561.27,351.05999999999995
Karnataka,2020,10,478.65,587.9399999999999,4840.49,257.77500000000003
Karnataka,2020,11,614.485,555.195,5199.74,341.83
